"mech","type","skew","amount","mean","sd","median","iqr"
"MCAR","MCAR","yes",0.0998,0.0084,0.0803,0.0016,0.003
"MCAR","MCAR","diff",-0.1034,0.0061,0.0882,-0.0035,0.0099
"MCAR","MCAR","no",0.0329,0.0056,-3e-04,0.0167,-0.005
"MCAR","MCAR","yes",0.106,-0.0059,-0.0744,0.001,-0.0018
"MCAR","MCAR","diff",-0.0731,-0.0115,-0.0741,-0.0158,0.0032
"MCAR","MCAR","no",0.0258,-0.0066,0.0093,-0.0151,0.0039
"MCAR","MCAR","yes",0.1126,-0.0106,-0.1314,9e-04,0.0016
"MCAR","MCAR","diff",-0.0867,-0.0039,-0.1407,0.016,-0.0023
"MCAR","MCAR","no",-0.0111,-0.0029,-0.0102,-0.0052,-0.0286
"MCAR","MCAR","yes",0.1027,-0.0024,-0.0496,2e-04,-0.0016
"MCAR","MCAR","diff",-0.1138,6e-04,-0.0394,0.0054,0.027
"MAR","RIGHT","no",-0.0031,-0.2256,-0.0158,-0.2286,-0.047
"MAR","RIGHT","yes",0.112,-0.0388,-0.1088,-0.0304,-0.0051
"MAR","RIGHT","diff",-0.1152,0.1868,-0.093,0.1981,0.0419
"MAR","LEFT","no",-0.0202,0.2076,-0.0292,0.1795,-0.0357
"MAR","LEFT","yes",0.1054,0.0508,0.1928,0.0354,-0.0039
"MAR","LEFT","diff",-0.1256,-0.1568,0.222,-0.1441,0.0318
"MAR","MID","no",-0.02,-0.0021,0.0449,0.0082,0.062
"MAR","MID","yes",0.1012,0.0129,0.1712,-9e-04,0.0068
"MAR","MID","diff",-0.1212,0.015,0.1263,-0.0092,-0.0552
"MAR","TAIL","no",0.0187,-0.0058,-0.0482,-0.0033,-0.0864
"MAR","TAIL","yes",0.1116,-0.0085,-0.1629,0.0013,-0.0073
"MAR","TAIL","diff",-0.0929,-0.0027,-0.1147,0.0045,0.0792
"MNAR","RIGHT","no",-0.0235,-0.404,-0.0772,-0.4093,-0.124
"MNAR","RIGHT","yes",0.0964,-0.0478,-0.8312,-0.013,-0.0023
"MNAR","RIGHT","diff",-0.1199,0.3562,-0.754,0.3963,0.1216
"MNAR","LEFT","no",0.0308,0.4084,-0.0879,0.4053,-0.109
"MNAR","LEFT","yes",0.1345,0.0587,0.4338,0.0087,-0.0026
"MNAR","LEFT","diff",-0.1037,-0.3497,0.5217,-0.3965,0.1065
"MNAR","MID","no",0.034,-0.0126,0.1529,-0.012,0.3358
"MNAR","MID","yes",0.1249,0.0757,0.7006,-0.0051,0.0086
"MNAR","MID","diff",-0.0909,0.0883,0.5477,0.007,-0.3272
"MNAR","TAIL","no",-0.0154,-0.0059,-0.1865,-0.0164,-0.3055
"MNAR","TAIL","yes",0.0725,-0.024,-0.7873,0.0026,-0.0161
"MNAR","TAIL","diff",-0.0879,-0.0181,-0.6008,0.019,0.2894
"MCAR","MCAR","no",-0.0135,0.013,-0.0045,0.0177,-0.008
"MCAR","MCAR","yes",0.0889,-0.0011,0.0051,2e-04,-0.0014
"MCAR","MCAR","diff",-0.1024,-0.0141,0.0095,-0.0175,0.0066
"MCAR","MCAR","no",0.0073,-0.0097,0.0025,-0.0079,0.0108
"MCAR","MCAR","yes",0.0973,0.0255,0.2744,0.0022,-7e-04
"MCAR","MCAR","diff",-0.09,0.0352,0.272,0.0101,-0.0114
"MCAR","MCAR","no",-0.0105,-0.0019,0.0141,1e-04,0.0124
"MCAR","MCAR","yes",0.0894,0.0059,0.0862,-0.0017,0.0065
"MCAR","MCAR","diff",-0.0999,0.0078,0.0722,-0.0018,-0.0059
"MCAR","MCAR","no",-0.0075,-0.0012,0.0098,-0.0118,0.0172
"MCAR","MCAR","yes",0.1114,-0.0054,-0.1055,0.002,-0.0018
"MCAR","MCAR","diff",-0.1189,-0.0042,-0.1154,0.0138,-0.019
"MAR","RIGHT","no",0.0233,-0.2108,-0.0361,-0.2115,-0.0443
"MAR","RIGHT","yes",0.1123,-0.0619,-0.6132,-0.0321,-0.0062
"MAR","RIGHT","diff",-0.089,0.1489,-0.5771,0.1794,0.0381
"MAR","LEFT","no",-0.0147,0.1925,-0.0267,0.1878,-0.0414
"MAR","LEFT","yes",0.1063,0.0379,0.0607,0.0325,-0.0014
"MAR","LEFT","diff",-0.121,-0.1545,0.0874,-0.1552,0.04
"MAR","MID","no",0.0016,0.0069,0.0504,0.0171,0.0764
"MAR","MID","yes",0.0916,0.0059,0.1097,5e-04,0.0163
"MAR","MID","diff",-0.09,-0.001,0.0592,-0.0166,-0.0601
"MAR","TAIL","no",0.0125,0.0103,-0.0395,0.0019,-0.0784
"MAR","TAIL","yes",0.1182,-0.0122,-0.1854,0.0024,-0.0084
"MAR","TAIL","diff",-0.1056,-0.0225,-0.1459,5e-04,0.07
"MNAR","RIGHT","no",-0.0115,-0.4087,-0.0883,-0.4118,-0.1278
"MNAR","RIGHT","yes",0.1386,-0.0542,-0.8774,-0.0051,-0.002
"MNAR","RIGHT","diff",-0.1501,0.3545,-0.789,0.4068,0.1258
"MNAR","LEFT","no",0.0343,0.4014,-0.076,0.424,-0.1083
"MNAR","LEFT","yes",0.0977,0.047,0.4156,0.0163,-0.0025
"MNAR","LEFT","diff",-0.0634,-0.3543,0.4916,-0.4076,0.1058
"MNAR","MID","no",0.0163,0.0075,0.1623,-0.0024,0.3744
"MNAR","MID","yes",0.0795,0.0386,0.6565,-0.0101,0.0202
"MNAR","MID","diff",-0.0632,0.0311,0.4941,-0.0077,-0.3541
"MNAR","TAIL","no",-0.0237,-0.0023,-0.1897,-0.0017,-0.3019
"MNAR","TAIL","yes",0.0918,-0.0317,-0.8259,0.0021,-0.009
"MNAR","TAIL","diff",-0.1155,-0.0294,-0.6361,0.0038,0.2929
"MCAR","MCAR","no",0.018,-0.0018,0.0016,-0.0049,0.001
"MCAR","MCAR","yes",0.119,-0.0056,-0.1079,0.0039,-5e-04
"MCAR","MCAR","diff",-0.1011,-0.0039,-0.1095,0.0089,-0.0015
"MCAR","MCAR","no",0.0239,-0.005,0.0057,-0.0103,0.0107
"MCAR","MCAR","yes",0.0697,-0.0189,-0.741,0.0041,0.0015
"MCAR","MCAR","diff",-0.0459,-0.0139,-0.7467,0.0144,-0.0092
"MCAR","MCAR","no",-0.0046,0.0093,-0.0063,0.0066,-0.0019
"MCAR","MCAR","yes",0.1193,-0.005,-0.0965,0.0016,-4e-04
"MCAR","MCAR","diff",-0.1239,-0.0143,-0.0902,-0.005,0.0015
"MCAR","MCAR","no",2e-04,0.0025,-0.0107,0.0089,-0.0011
"MCAR","MCAR","yes",0.1337,-0.0101,-0.1347,1e-04,0.0022
"MCAR","MCAR","diff",-0.1334,-0.0126,-0.124,-0.0087,0.0034
"MAR","RIGHT","no",-0.0078,-0.1981,-0.0241,-0.1889,-0.0269
"MAR","RIGHT","yes",0.0945,-0.0642,-0.5501,-0.041,-0.0056
"MAR","RIGHT","diff",-0.1024,0.1339,-0.526,0.1479,0.0213
"MAR","LEFT","no",0.0129,0.1934,-0.01,0.1945,-0.016
"MAR","LEFT","yes",0.1145,0.054,0.24,0.031,-0.006
"MAR","LEFT","diff",-0.1016,-0.1395,0.25,-0.1635,0.01
"MAR","MID","no",-0.0104,0.0013,0.0501,0.0153,0.0624
"MAR","MID","yes",0.1256,0.0254,0.2575,-9e-04,0.005
"MAR","MID","diff",-0.136,0.0241,0.2074,-0.0162,-0.0573
"MAR","TAIL","no",0.0175,0.0086,-0.0537,-0.0013,-0.0674
"MAR","TAIL","yes",0.1226,-0.0019,-0.0268,0.0018,-0.0089
"MAR","TAIL","diff",-0.1052,-0.0105,0.0269,0.0031,0.0584
"MNAR","RIGHT","no",0.0434,-0.4184,-0.0878,-0.4023,-0.1463
"MNAR","RIGHT","yes",0.1227,-0.0486,-0.8536,-0.0101,-1e-04
"MNAR","RIGHT","diff",-0.0793,0.3698,-0.7658,0.3922,0.1462
"MNAR","LEFT","no",0.0082,0.4346,-0.1012,0.4395,-0.1329
"MNAR","LEFT","yes",0.11,0.0538,0.4188,0.0167,-0.0011
"MNAR","LEFT","diff",-0.1018,-0.3808,0.52,-0.4228,0.1318
"MNAR","MID","no",0.0113,5e-04,0.1637,-0.0055,0.3946
"MNAR","MID","yes",0.1023,0.0635,0.6742,-0.0029,0.0117
"MNAR","MID","diff",-0.091,0.063,0.5105,0.0026,-0.3829
"MNAR","TAIL","no",-0.0141,0,-0.1923,-5e-04,-0.3135
"MNAR","TAIL","yes",0.1142,-0.0376,-0.8548,0.0021,-0.0061
"MNAR","TAIL","diff",-0.1283,-0.0376,-0.6625,0.0026,0.3074
"MCAR","MCAR","no",0.0108,-0.0034,0.0035,-0.0039,-0.0225
"MCAR","MCAR","yes",0.1104,0.0193,0.23,-0.001,1e-04
"MCAR","MCAR","diff",-0.0995,0.0227,0.2265,0.0029,0.0226
"MCAR","MCAR","no",-0.0643,0.0012,0.0053,0.0035,0.0135
"MCAR","MCAR","yes",0.1146,-0.0092,-0.1202,0.0024,9e-04
"MCAR","MCAR","diff",-0.179,-0.0103,-0.1255,-0.0012,-0.0127
"MCAR","MCAR","no",-0.0103,0.0057,-0.0159,0.0015,-0.0406
"MCAR","MCAR","yes",0.0941,-0.0102,-0.1744,8e-04,-0.0042
"MCAR","MCAR","diff",-0.1044,-0.0159,-0.1584,-6e-04,0.0365
"MCAR","MCAR","no",0.0243,0.0095,4e-04,0.0032,-0.017
"MCAR","MCAR","yes",0.1004,0.0038,0.043,0.0027,-0.0038
"MCAR","MCAR","diff",-0.0761,-0.0057,0.0426,-5e-04,0.0131
"MAR","RIGHT","no",-0.0086,-0.1988,-0.011,-0.2022,-0.0264
"MAR","RIGHT","yes",0.1113,-0.0547,-0.341,-0.0324,-0.0024
"MAR","RIGHT","diff",-0.1199,0.1441,-0.33,0.1699,0.0241
"MAR","LEFT","no",-0.0706,0.2109,-0.0228,0.2231,-0.0264
"MAR","LEFT","yes",0.0599,0.0701,0.3932,0.0476,-0.0047
"MAR","LEFT","diff",-0.1304,-0.1407,0.4161,-0.1755,0.0217
"MAR","MID","no",-0.0593,0.0051,0.0463,0.0036,0.0557
"MAR","MID","yes",0.1076,0.003,0.0625,-0.0026,0.0074
"MAR","MID","diff",-0.1669,-0.0021,0.0163,-0.0062,-0.0483
"MAR","TAIL","no",-0.0128,-0.0042,-0.0465,-0.0066,-0.0543
"MAR","TAIL","yes",0.1025,-0.0068,-0.1318,0.0025,-0.0107
"MAR","TAIL","diff",-0.1153,-0.0026,-0.0853,0.009,0.0435
"MNAR","RIGHT","no",-0.0289,-0.4121,-0.0839,-0.4065,-0.1032
"MNAR","RIGHT","yes",0.1081,-0.048,-0.8502,-0.0115,-8e-04
"MNAR","RIGHT","diff",-0.137,0.3641,-0.7663,0.395,0.1024
"MNAR","LEFT","no",0.0132,0.4207,-0.0857,0.4223,-0.1166
"MNAR","LEFT","yes",0.1288,0.0557,0.4208,0.0117,0
"MNAR","LEFT","diff",-0.1156,-0.365,0.5066,-0.4106,0.1167
"MNAR","MID","no",0.0218,0.0036,0.1679,-0.0274,0.379
"MNAR","MID","yes",0.1041,0.0618,0.6915,-0.002,0.015
"MNAR","MID","diff",-0.0823,0.0582,0.5237,0.0254,-0.364
"MNAR","TAIL","no",-0.0014,0.0077,-0.182,0.0024,-0.2901
"MNAR","TAIL","yes",0.0862,-0.0311,-0.812,-0.001,-0.0115
"MNAR","TAIL","diff",-0.0877,-0.0388,-0.6301,-0.0034,0.2786
"MCAR","MCAR","no",0.0016,0.0186,-0.0076,0.0184,0.0097
"MCAR","MCAR","yes",0.109,-0.0026,-0.0901,0.0034,-0.0036
"MCAR","MCAR","diff",-0.1074,-0.0211,-0.0825,-0.0149,-0.0133
"MCAR","MCAR","no",0.0444,0.0163,0.0022,0.0092,0.0133
"MCAR","MCAR","yes",0.1455,-6e-04,-0.0096,8e-04,-0.0027
"MCAR","MCAR","diff",-0.1011,-0.0169,-0.0118,-0.0084,-0.016
"MCAR","MCAR","no",-2e-04,-0.0174,0.0032,-0.0075,0.0082
"MCAR","MCAR","yes",0.096,-0.0017,-0.0457,0.002,0.0014
"MCAR","MCAR","diff",-0.0962,0.0156,-0.0489,0.0095,-0.0068
"MCAR","MCAR","no",-0.0092,0.0037,0.0024,-0.0036,0.0202
"MCAR","MCAR","yes",0.115,-0.0033,-0.0389,0.0022,4e-04
"MCAR","MCAR","diff",-0.1243,-0.0071,-0.0414,0.0058,-0.0198
"MAR","RIGHT","no",0.0295,-0.198,-0.0252,-0.1986,-0.0427
"MAR","RIGHT","yes",0.1242,-0.0691,-0.8589,-0.0293,-0.004
"MAR","RIGHT","diff",-0.0948,0.129,-0.8337,0.1693,0.0387
"MAR","LEFT","no",-0.0029,0.2127,-0.0304,0.2105,-0.0313
"MAR","LEFT","yes",0.0693,0.0702,0.391,0.0501,-0.0133
"MAR","LEFT","diff",-0.0722,-0.1426,0.4214,-0.1603,0.018
"MAR","MID","no",-0.0239,0.0065,0.0366,-0.0123,0.068
"MAR","MID","yes",0.0917,0.006,0.1158,-0.0034,0.0113
"MAR","MID","diff",-0.1156,-5e-04,0.0792,0.0089,-0.0567
"MAR","TAIL","no",0.0032,-0.0027,-0.0474,-0.0037,-0.0709
"MAR","TAIL","yes",0.092,-0.008,-0.1079,-0.0043,-0.0121
"MAR","TAIL","diff",-0.0888,-0.0053,-0.0605,-6e-04,0.0588
"MNAR","RIGHT","no",0.0367,-0.4158,-0.1047,-0.4101,-0.1538
"MNAR","RIGHT","yes",0.1106,-0.0461,-0.8356,-0.0094,0.0045
"MNAR","RIGHT","diff",-0.0739,0.3697,-0.7309,0.4006,0.1583
"MNAR","LEFT","no",0.0114,0.401,-0.0886,0.4066,-0.0939
"MNAR","LEFT","yes",0.0888,0.0515,0.4046,0.0214,-0.0025
"MNAR","LEFT","diff",-0.0774,-0.3495,0.4932,-0.3852,0.0914
"MNAR","MID","no",-0.0348,-0.0237,0.1591,-0.03,0.3322
"MNAR","MID","yes",0.115,0.0757,0.7059,-0.0074,0.0046
"MNAR","MID","diff",-0.1498,0.0994,0.5468,0.0226,-0.3277
"MNAR","TAIL","no",-0.0252,0.003,-0.2056,0.0041,-0.3325
"MNAR","TAIL","yes",0.0962,-0.0341,-0.8366,0.001,-0.0061
"MNAR","TAIL","diff",-0.1214,-0.0371,-0.631,-0.0031,0.3264
"MCAR","MCAR","no",-0.0279,0.0074,-0.0091,-0.0052,-0.02
"MCAR","MCAR","yes",0.1122,0.0183,0.2138,-2e-04,-0.0013
"MCAR","MCAR","diff",-0.14,0.0108,0.2229,0.005,0.0187
"MCAR","MCAR","no",0.0142,0.0272,-0.0121,0.0351,-0.0343
"MCAR","MCAR","yes",0.122,0.0086,0.083,0.0017,0.002
"MCAR","MCAR","diff",-0.1078,-0.0186,0.0952,-0.0335,0.0364
"MCAR","MCAR","no",-0.0011,0.0232,3e-04,0.0145,-0.0107
"MCAR","MCAR","yes",0.1085,1e-04,0.0201,0.0018,0.0035
"MCAR","MCAR","diff",-0.1096,-0.0231,0.0198,-0.0127,0.0143
"MCAR","MCAR","no",0.0125,0.0183,-1e-04,0.0151,0.0033
"MCAR","MCAR","yes",0.0937,0.0197,0.2578,-4e-04,0.0062
"MCAR","MCAR","diff",-0.0812,0.0014,0.2579,-0.0155,0.0029
"MAR","RIGHT","no",0.0298,-0.213,-0.0166,-0.2071,-0.0284
"MAR","RIGHT","yes",0.1134,-0.058,-0.4498,-0.0337,-0.0066
"MAR","RIGHT","diff",-0.0836,0.155,-0.4332,0.1734,0.0218
"MAR","LEFT","no",-0.0619,0.2124,-0.0277,0.2051,-0.0936
"MAR","LEFT","yes",0.0849,0.0561,0.2653,0.0355,-0.0071
"MAR","LEFT","diff",-0.1468,-0.1563,0.2931,-0.1696,0.0865
"MAR","MID","no",0.0256,0.0026,0.0392,0.0134,0.0564
"MAR","MID","yes",0.1089,0.028,0.336,1e-04,0.0046
"MAR","MID","diff",-0.0833,0.0255,0.2968,-0.0133,-0.0518
"MAR","TAIL","no",-0.012,0.0065,-0.0344,0.0118,-0.04
"MAR","TAIL","yes",0.0984,-0.0169,-0.3089,8e-04,-0.0106
"MAR","TAIL","diff",-0.1104,-0.0235,-0.2745,-0.011,0.0294
"MNAR","RIGHT","no",0.0081,-0.412,-0.0955,-0.4079,-0.1287
"MNAR","RIGHT","yes",0.1176,-0.0495,-0.8532,-0.0104,-0.0064
"MNAR","RIGHT","diff",-0.1094,0.3625,-0.7577,0.3975,0.1223
"MNAR","LEFT","no",-0.0105,0.4128,-0.0952,0.4051,-0.1192
"MNAR","LEFT","yes",0.1029,0.0502,0.4005,0.0168,0.0057
"MNAR","LEFT","diff",-0.1134,-0.3626,0.4957,-0.3883,0.125
"MNAR","MID","no",-1e-04,-0.0011,0.1651,0.0039,0.3701
"MNAR","MID","yes",0.1269,0.0815,0.6996,-0.0032,0.0114
"MNAR","MID","diff",-0.127,0.0826,0.5345,-0.0071,-0.3586
"MNAR","TAIL","no",-0.0046,0.0064,-0.191,0.0073,-0.3002
"MNAR","TAIL","yes",0.1118,-0.0354,-0.8499,0.0019,-0.0041
"MNAR","TAIL","diff",-0.1164,-0.0418,-0.6589,-0.0053,0.2961
"MCAR","MCAR","no",-0.0144,-0.0049,-0.0087,-0.0098,2e-04
"MCAR","MCAR","yes",0.1063,0.0171,0.2023,-0.0014,9e-04
"MCAR","MCAR","diff",-0.1207,0.022,0.211,0.0084,7e-04
"MCAR","MCAR","no",0.0074,0.0191,-0.0153,0.022,-0.0061
"MCAR","MCAR","yes",0.0973,-0.0017,-0.0352,0.0018,8e-04
"MCAR","MCAR","diff",-0.0899,-0.0208,-0.0199,-0.0202,0.0069
"MCAR","MCAR","no",-0.0129,0.0037,0.0035,0.0052,0.0053
"MCAR","MCAR","yes",0.073,0.002,0.0638,0.0015,-0.0034
"MCAR","MCAR","diff",-0.0858,-0.0017,0.0602,-0.0037,-0.0087
"MCAR","MCAR","no",0.0323,-0.0101,-0.002,-0.002,-0.0256
"MCAR","MCAR","yes",0.1378,0.0128,0.1243,0.0013,0.0027
"MCAR","MCAR","diff",-0.1056,0.0229,0.1263,0.0034,0.0283
"MAR","RIGHT","no",0.0284,-0.2051,-0.0274,-0.1945,-0.0408
"MAR","RIGHT","yes",0.117,-0.0544,-0.3594,-0.0328,-0.0076
"MAR","RIGHT","diff",-0.0886,0.1506,-0.332,0.1617,0.0332
"MAR","LEFT","no",-0.0105,0.213,-0.0186,0.2009,-0.0416
"MAR","LEFT","yes",0.107,0.0466,0.1407,0.0343,-0.0112
"MAR","LEFT","diff",-0.1175,-0.1665,0.1592,-0.1666,0.0304
"MAR","MID","no",-0.0338,0.0042,0.0508,0.006,0.0802
"MAR","MID","yes",0.09,0.0068,0.1099,-6e-04,0.012
"MAR","MID","diff",-0.1238,0.0026,0.0592,-0.0067,-0.0682
"MAR","TAIL","no",0.0034,0.0073,-0.0444,0.0128,-0.076
"MAR","TAIL","yes",0.1051,-0.0152,-0.2315,-0.0023,-0.0171
"MAR","TAIL","diff",-0.1017,-0.0225,-0.1871,-0.0151,0.059
"MNAR","RIGHT","no",0.0387,-0.4203,-0.0784,-0.4293,-0.1451
"MNAR","RIGHT","yes",0.1185,-0.0478,-0.8454,-0.0118,-0.0017
"MNAR","RIGHT","diff",-0.0798,0.3724,-0.767,0.4175,0.1434
"MNAR","LEFT","no",0.0292,0.4006,-0.0791,0.3997,-0.1151
"MNAR","LEFT","yes",0.1169,0.0513,0.4125,0.0143,0.003
"MNAR","LEFT","diff",-0.0876,-0.3493,0.4915,-0.3854,0.1182
"MNAR","MID","no",0.0257,0.0045,0.171,0.0046,0.4092
"MNAR","MID","yes",0.1237,0.0699,0.6745,-0.0038,0.0082
"MNAR","MID","diff",-0.0979,0.0654,0.5034,-0.0084,-0.401
"MNAR","TAIL","no",0.0178,-0.0052,-0.1914,0.0013,-0.2924
"MNAR","TAIL","yes",0.1114,-0.0351,-0.8444,0.0026,-0.0043
"MNAR","TAIL","diff",-0.0937,-0.0299,-0.653,0.0013,0.2881
"MCAR","MCAR","no",0.0019,0.0032,-3e-04,-5e-04,-0.0175
"MCAR","MCAR","yes",0.1006,0.0033,0.0706,-0.0033,0.0019
"MCAR","MCAR","diff",-0.0986,1e-04,0.0709,-0.0028,0.0195
"MCAR","MCAR","no",0.0416,-0.0148,-1e-04,-0.0151,0.0093
"MCAR","MCAR","yes",0.1075,0.0104,0.1316,7e-04,-0.001
"MCAR","MCAR","diff",-0.0659,0.0252,0.1317,0.0158,-0.0103
"MCAR","MCAR","no",-0.0081,0.0041,0.0124,-0.0048,0.0409
"MCAR","MCAR","yes",0.1073,0.0161,0.192,0.0029,1e-04
"MCAR","MCAR","diff",-0.1154,0.0119,0.1796,0.0077,-0.0408
"MCAR","MCAR","no",-0.0363,0.0051,0.0021,0.0045,0.0147
"MCAR","MCAR","yes",0.0846,0.0076,0.0899,-3e-04,0.0017
"MCAR","MCAR","diff",-0.121,0.0026,0.0878,-0.0048,-0.013
"MAR","RIGHT","no",-0.0164,-0.1888,0.0035,-0.1794,-0.0108
"MAR","RIGHT","yes",0.0931,-0.0623,-0.5645,-0.0329,-0.0055
"MAR","RIGHT","diff",-0.1095,0.1266,-0.568,0.1465,0.0053
"MAR","LEFT","no",-0.0125,0.2145,-0.0321,0.2258,-0.0524
"MAR","LEFT","yes",0.1066,0.0545,0.2391,0.0337,-0.0078
"MAR","LEFT","diff",-0.1192,-0.16,0.2713,-0.1921,0.0446
"MAR","MID","no",-0.0196,-0.0119,0.037,-0.0086,0.0393
"MAR","MID","yes",0.1055,0.0099,0.1324,-5e-04,0.0115
"MAR","MID","diff",-0.1251,0.0218,0.0954,0.0081,-0.0278
"MAR","TAIL","no",0.0134,-0.0045,-0.0243,-0.0095,-0.0238
"MAR","TAIL","yes",0.1219,0.0013,0.0238,-0.002,-0.0102
"MAR","TAIL","diff",-0.1085,0.0058,0.0481,0.0076,0.0136
"MNAR","RIGHT","no",-0.0364,-0.4175,-0.0836,-0.4064,-0.107
"MNAR","RIGHT","yes",0.1028,-0.0466,-0.8433,-0.0084,0.0037
"MNAR","RIGHT","diff",-0.1392,0.3709,-0.7597,0.398,0.1107
"MNAR","LEFT","no",0.0086,0.4092,-0.0893,0.3975,-0.1453
"MNAR","LEFT","yes",0.1138,0.0523,0.4226,0.0131,-3e-04
"MNAR","LEFT","diff",-0.1052,-0.3569,0.512,-0.3844,0.145
"MNAR","MID","no",0.0025,-0.003,0.1646,0.0193,0.4045
"MNAR","MID","yes",0.0819,0.0463,0.6485,-0.0092,0.0174
"MNAR","MID","diff",-0.0794,0.0493,0.484,-0.0285,-0.3872
"MNAR","TAIL","no",0.0212,0.0053,-0.1975,-4e-04,-0.3344
"MNAR","TAIL","yes",0.104,-0.0349,-0.835,-0.0019,-0.0098
"MNAR","TAIL","diff",-0.0828,-0.0403,-0.6375,-0.0015,0.3247
"MCAR","MCAR","no",-0.0086,0.0062,0.0027,-0.0054,0.0241
"MCAR","MCAR","yes",0.1113,0.0069,0.1037,-0.0029,-0.0023
"MCAR","MCAR","diff",-0.1199,7e-04,0.101,0.0026,-0.0264
"MCAR","MCAR","no",0.0149,-0.0035,-0.0148,0.0061,-0.02
"MCAR","MCAR","yes",0.1257,0.0062,0.0549,0.002,0.0012
"MCAR","MCAR","diff",-0.1108,0.0097,0.0696,-0.0041,0.0212
"MCAR","MCAR","no",-0.0122,0.0019,0.009,-0.0066,0.0168
"MCAR","MCAR","yes",0.0841,-0.0085,-0.1829,-5e-04,0.0012
"MCAR","MCAR","diff",-0.0963,-0.0104,-0.1919,0.006,-0.0155
"MCAR","MCAR","no",0.0216,-0.0128,-0.0021,-0.0069,0.0024
"MCAR","MCAR","yes",0.1266,-0.0028,-0.0674,0.0016,-3e-04
"MCAR","MCAR","diff",-0.105,0.01,-0.0653,0.0085,-0.0027
"MAR","RIGHT","no",0.0371,-0.2197,-0.0246,-0.2299,-0.0486
"MAR","RIGHT","yes",0.1146,-0.0482,-0.2404,-0.0317,-0.0018
"MAR","RIGHT","diff",-0.0775,0.1715,-0.2158,0.1982,0.0468
"MAR","LEFT","no",-0.0013,0.2286,-0.0273,0.244,-0.0155
"MAR","LEFT","yes",0.1161,0.0569,0.2794,0.0326,-0.002
"MAR","LEFT","diff",-0.1174,-0.1717,0.3067,-0.2113,0.0135
"MAR","MID","no",0.0058,0.0073,0.037,-0.0047,0.0479
"MAR","MID","yes",0.097,0.0133,0.2167,-0.0026,0.0108
"MAR","MID","diff",-0.0912,0.006,0.1798,0.0021,-0.0371
"MAR","TAIL","no",-0.0029,-0.0263,-0.0293,-0.0275,-0.0151
"MAR","TAIL","yes",0.116,-0.0109,-0.148,-2e-04,-0.0079
"MAR","TAIL","diff",-0.1188,0.0154,-0.1187,0.0274,0.0072
"MNAR","RIGHT","no",-0.0046,-0.4201,-0.0836,-0.4276,-0.1432
"MNAR","RIGHT","yes",0.1363,-0.0559,-0.8718,-0.0094,0
"MNAR","RIGHT","diff",-0.1409,0.3642,-0.7883,0.4182,0.1433
"MNAR","LEFT","no",-8e-04,0.4206,-0.0957,0.4091,-0.1081
"MNAR","LEFT","yes",0.0959,0.0469,0.4075,0.0125,2e-04
"MNAR","LEFT","diff",-0.0966,-0.3737,0.5032,-0.3966,0.1083
"MNAR","MID","no",0.0406,-0.0023,0.1759,-0.0035,0.4286
"MNAR","MID","yes",0.0944,0.0559,0.647,0.0059,0.0184
"MNAR","MID","diff",-0.0538,0.0583,0.4711,0.0094,-0.4102
"MNAR","TAIL","no",-0.0215,0.0124,-0.2019,8e-04,-0.3085
"MNAR","TAIL","yes",0.1169,-0.0385,-0.8608,0.002,-0.0053
"MNAR","TAIL","diff",-0.1384,-0.0509,-0.6589,0.0013,0.3032
"MCAR","MCAR","no",-0.0124,-0.0125,-9e-04,-0.0184,0.0185
"MCAR","MCAR","yes",0.0937,0.0027,0.0259,1e-04,0.003
"MCAR","MCAR","diff",-0.1061,0.0152,0.0268,0.0185,-0.0156
"MCAR","MCAR","no",0.0215,0.0136,9e-04,0.014,-0.003
"MCAR","MCAR","yes",0.1121,0.0022,0.001,0.0023,-1e-04
"MCAR","MCAR","diff",-0.0906,-0.0114,1e-04,-0.0116,0.0029
"MCAR","MCAR","no",-0.0217,0.003,-0.0061,-0.0023,-0.0188
"MCAR","MCAR","yes",0.1092,0.0069,0.0875,0.0014,-0.0013
"MCAR","MCAR","diff",-0.1308,0.0039,0.0936,0.0037,0.0176
"MCAR","MCAR","no",-0.0078,0.002,0.004,-9e-04,0.0064
"MCAR","MCAR","yes",0.099,0.0164,0.2348,-6e-04,0.001
"MCAR","MCAR","diff",-0.1067,0.0143,0.2308,3e-04,-0.0054
"MAR","RIGHT","no",-0.0155,-0.1984,-0.0155,-0.1955,-0.0438
"MAR","RIGHT","yes",0.1021,-0.0628,-0.5844,-0.0328,-0.0107
"MAR","RIGHT","diff",-0.1176,0.1356,-0.569,0.1627,0.0331
"MAR","LEFT","no",0.0015,0.2035,-0.0297,0.1925,-0.0722
"MAR","LEFT","yes",0.1128,0.0463,0.2073,0.0271,-0.0063
"MAR","LEFT","diff",-0.1113,-0.1571,0.237,-0.1654,0.0659
"MAR","MID","no",-0.0407,0.009,0.0457,0.0163,0.0771
"MAR","MID","yes",0.1315,0.0124,0.1414,8e-04,0.0116
"MAR","MID","diff",-0.1722,0.0035,0.0957,-0.0156,-0.0655
"MAR","TAIL","no",0.0091,0.0041,-0.0376,0.0058,-0.0383
"MAR","TAIL","yes",0.1102,-0.0018,-0.0048,-0.0015,-0.0136
"MAR","TAIL","diff",-0.1011,-0.0059,0.0328,-0.0073,0.0247
"MNAR","RIGHT","no",0.0137,-0.4037,-0.0811,-0.4063,-0.1229
